"vehicle_type","state_abb","year_of_manufacture","no_vehicles"
"Passenger vehicles","NSW","1913",3
"Passenger vehicles","NSW","1917",3
"Passenger vehicles","NSW","1922",3
"Passenger vehicles","NSW","1923",46
"Passenger vehicles","NSW","1924",12
"Passenger vehicles","NSW","1925",20
"Passenger vehicles","NSW","1926",26
"Passenger vehicles","NSW","1927",49
"Passenger vehicles","NSW","1928",207
"Passenger vehicles","NSW","1929",98
"Passenger vehicles","NSW","1930",82
"Passenger vehicles","NSW","1931",39
"Passenger vehicles","NSW","1932",241
"Passenger vehicles","NSW","1933",54
"Passenger vehicles","NSW","1934",234
"Passenger vehicles","NSW","1935",67
"Passenger vehicles","NSW","1936",71
"Passenger vehicles","NSW","1937",83
"Passenger vehicles","NSW","1938",54
"Passenger vehicles","NSW","1939",75
"Passenger vehicles","NSW","1940",47
"Passenger vehicles","NSW","1941",12
"Passenger vehicles","NSW","1942",12
"Passenger vehicles","NSW","1943",7
"Passenger vehicles","NSW","1944",12
"Passenger vehicles","NSW","1946",36
"Passenger vehicles","NSW","1947",51
"Passenger vehicles","NSW","1948",103
"Passenger vehicles","NSW","1949",93
"Passenger vehicles","NSW","1950",106
"Passenger vehicles","NSW","1951",121
"Passenger vehicles","NSW","1952",83
"Passenger vehicles","NSW","1953",129
"Passenger vehicles","NSW","1954",201
"Passenger vehicles","NSW","1955",290
"Passenger vehicles","NSW","1956",301
"Passenger vehicles","NSW","1957",451
"Passenger vehicles","NSW","1958",296
"Passenger vehicles","NSW","1959",393
"Passenger vehicles","NSW","1960",377
"Passenger vehicles","NSW","1961",313
"Passenger vehicles","NSW","1962",512
"Passenger vehicles","NSW","1963",705
"Passenger vehicles","NSW","1964",1244
"Passenger vehicles","NSW","1965",1132
"Passenger vehicles","NSW","1966",1299
"Passenger vehicles","NSW","1967",1340
"Passenger vehicles","NSW","1968",1357
"Passenger vehicles","NSW","1969",1565
"Passenger vehicles","NSW","1970",1994
"Passenger vehicles","NSW","1971",2145
"Passenger vehicles","NSW","1972",1472
"Passenger vehicles","NSW","1973",1444
"Passenger vehicles","NSW","1974",1665
"Passenger vehicles","NSW","1975",1299
"Passenger vehicles","NSW","1976",1380
"Passenger vehicles","NSW","1977",1326
"Passenger vehicles","NSW","1978",1240
"Passenger vehicles","NSW","1979",1032
"Passenger vehicles","NSW","1980",732
"Passenger vehicles","NSW","1981",869
"Passenger vehicles","NSW","1982",1087
"Passenger vehicles","NSW","1983",1045
"Passenger vehicles","NSW","1984",1666
"Passenger vehicles","NSW","1985",2330
"Passenger vehicles","NSW","1986",1754
"Passenger vehicles","NSW","1987",1546
"Passenger vehicles","NSW","1988",2335
"Passenger vehicles","NSW","1989",3594
"Passenger vehicles","NSW","1990",4769
"Passenger vehicles","NSW","1991",4986
"Passenger vehicles","NSW","1992",5898
"Passenger vehicles","NSW","1993",6970
"Passenger vehicles","NSW","1994",9394
"Passenger vehicles","NSW","1995",10993
"Passenger vehicles","NSW","1996",13086
"Passenger vehicles","NSW","1997",18923
"Passenger vehicles","NSW","1998",27294
"Passenger vehicles","NSW","1999",33342
"Passenger vehicles","NSW","2000",44549
"Passenger vehicles","NSW","2001",49978
"Passenger vehicles","NSW","2002",64386
"Passenger vehicles","NSW","2003",87598
"Passenger vehicles","NSW","2004",100921
"Passenger vehicles","NSW","2005",117848
"Passenger vehicles","NSW","2006",128635
"Passenger vehicles","NSW","2007",153241
"Passenger vehicles","NSW","2008",157781
"Passenger vehicles","NSW","2009",157622
"Passenger vehicles","NSW","2010",189648
"Passenger vehicles","NSW","2011",192045
"Passenger vehicles","NSW","2012",222887
"Passenger vehicles","NSW","2013",240573
"Passenger vehicles","NSW","2014",239142
"Passenger vehicles","NSW","2015",272257
"Passenger vehicles","NSW","2016",281893
"Passenger vehicles","NSW","2017",281613
"Passenger vehicles","NSW","2018",258764
"Passenger vehicles","NSW","2019",241042
"Passenger vehicles","NSW","2020",214258
"Passenger vehicles","NSW","2021",259657
"Passenger vehicles","NSW","2022",270377
"Passenger vehicles","NSW","2023",219223
"Passenger vehicles","NSW","2024",37
"Passenger vehicles","NSW","Not stated",64
"Passenger vehicles","Vic","1908",3
"Passenger vehicles","Vic","1916",3
"Passenger vehicles","Vic","1919",3
"Passenger vehicles","Vic","1922",5
"Passenger vehicles","Vic","1923",30
"Passenger vehicles","Vic","1924",26
"Passenger vehicles","Vic","1925",22
"Passenger vehicles","Vic","1926",32
"Passenger vehicles","Vic","1927",63
"Passenger vehicles","Vic","1928",217
"Passenger vehicles","Vic","1929",132
"Passenger vehicles","Vic","1930",96
"Passenger vehicles","Vic","1931",45
"Passenger vehicles","Vic","1932",264
"Passenger vehicles","Vic","1933",77
"Passenger vehicles","Vic","1934",297
"Passenger vehicles","Vic","1935",102
"Passenger vehicles","Vic","1936",108
"Passenger vehicles","Vic","1937",105
"Passenger vehicles","Vic","1938",90
"Passenger vehicles","Vic","1939",98
"Passenger vehicles","Vic","1940",54
"Passenger vehicles","Vic","1941",20
"Passenger vehicles","Vic","1942",21
"Passenger vehicles","Vic","1943",9
"Passenger vehicles","Vic","1944",5
"Passenger vehicles","Vic","1945",3
"Passenger vehicles","Vic","1946",47
"Passenger vehicles","Vic","1947",79
"Passenger vehicles","Vic","1948",125
"Passenger vehicles","Vic","1949",117
"Passenger vehicles","Vic","1950",144
"Passenger vehicles","Vic","1951",164
"Passenger vehicles","Vic","1952",137
"Passenger vehicles","Vic","1953",144
"Passenger vehicles","Vic","1954",275
"Passenger vehicles","Vic","1955",449
"Passenger vehicles","Vic","1956",393
"Passenger vehicles","Vic","1957",504
"Passenger vehicles","Vic","1958",318
"Passenger vehicles","Vic","1959",402
"Passenger vehicles","Vic","1960",349
"Passenger vehicles","Vic","1961",337
"Passenger vehicles","Vic","1962",581
"Passenger vehicles","Vic","1963",802
"Passenger vehicles","Vic","1964",1182
"Passenger vehicles","Vic","1965",1263
"Passenger vehicles","Vic","1966",1532
"Passenger vehicles","Vic","1967",1522
"Passenger vehicles","Vic","1968",1491
"Passenger vehicles","Vic","1969",1651
"Passenger vehicles","Vic","1970",2109
"Passenger vehicles","Vic","1971",2155
"Passenger vehicles","Vic","1972",1358
"Passenger vehicles","Vic","1973",1473
"Passenger vehicles","Vic","1974",1579
"Passenger vehicles","Vic","1975",1431
"Passenger vehicles","Vic","1976",1384
"Passenger vehicles","Vic","1977",1322
"Passenger vehicles","Vic","1978",1393
"Passenger vehicles","Vic","1979",1098
"Passenger vehicles","Vic","1980",836
"Passenger vehicles","Vic","1981",1057
"Passenger vehicles","Vic","1982",1131
"Passenger vehicles","Vic","1983",1234
"Passenger vehicles","Vic","1984",1811
"Passenger vehicles","Vic","1985",2388
"Passenger vehicles","Vic","1986",2066
"Passenger vehicles","Vic","1987",1870
"Passenger vehicles","Vic","1988",2910
"Passenger vehicles","Vic","1989",4269
"Passenger vehicles","Vic","1990",5639
"Passenger vehicles","Vic","1991",5341
"Passenger vehicles","Vic","1992",6454
"Passenger vehicles","Vic","1993",7556
"Passenger vehicles","Vic","1994",9294
"Passenger vehicles","Vic","1995",11092
"Passenger vehicles","Vic","1996",13425
"Passenger vehicles","Vic","1997",18765
"Passenger vehicles","Vic","1998",27621
"Passenger vehicles","Vic","1999",33930
"Passenger vehicles","Vic","2000",43628
"Passenger vehicles","Vic","2001",55862
"Passenger vehicles","Vic","2002",64775
"Passenger vehicles","Vic","2003",86405
"Passenger vehicles","Vic","2004",96854
"Passenger vehicles","Vic","2005",112692
"Passenger vehicles","Vic","2006",122275
"Passenger vehicles","Vic","2007",143592
"Passenger vehicles","Vic","2008",153027
"Passenger vehicles","Vic","2009",149160
"Passenger vehicles","Vic","2010",186288
"Passenger vehicles","Vic","2011",177173
"Passenger vehicles","Vic","2012",205274
"Passenger vehicles","Vic","2013",224394
"Passenger vehicles","Vic","2014",216947
"Passenger vehicles","Vic","2015",233851
"Passenger vehicles","Vic","2016",243145
"Passenger vehicles","Vic","2017",245596
"Passenger vehicles","Vic","2018",232537
"Passenger vehicles","Vic","2019",206120
"Passenger vehicles","Vic","2020",149726
"Passenger vehicles","Vic","2021",211557
"Passenger vehicles","Vic","2022",224974
"Passenger vehicles","Vic","2023",186432
"Passenger vehicles","Vic","2024",16
"Passenger vehicles","Vic","Not stated",93
"Passenger vehicles","Qld","1901",3
"Passenger vehicles","Qld","1903",3
"Passenger vehicles","Qld","1904",5
"Passenger vehicles","Qld","1905",4
"Passenger vehicles","Qld","1906",7
"Passenger vehicles","Qld","1907",4
"Passenger vehicles","Qld","1908",9
"Passenger vehicles","Qld","1909",11
"Passenger vehicles","Qld","1910",22
"Passenger vehicles","Qld","1911",21
"Passenger vehicles","Qld","1912",23
"Passenger vehicles","Qld","1913",17
"Passenger vehicles","Qld","1914",13
"Passenger vehicles","Qld","1915",26
"Passenger vehicles","Qld","1916",11
"Passenger vehicles","Qld","1917",19
"Passenger vehicles","Qld","1918",11
"Passenger vehicles","Qld","1919",8
"Passenger vehicles","Qld","1920",10
"Passenger vehicles","Qld","1921",10
"Passenger vehicles","Qld","1922",24
"Passenger vehicles","Qld","1923",166
"Passenger vehicles","Qld","1924",51
"Passenger vehicles","Qld","1925",87
"Passenger vehicles","Qld","1926",143
"Passenger vehicles","Qld","1927",204
"Passenger vehicles","Qld","1928",431
"Passenger vehicles","Qld","1929",316
"Passenger vehicles","Qld","1930",216
"Passenger vehicles","Qld","1931",79
"Passenger vehicles","Qld","1932",326
"Passenger vehicles","Qld","1933",73
"Passenger vehicles","Qld","1934",328
"Passenger vehicles","Qld","1935",119
"Passenger vehicles","Qld","1936",157
"Passenger vehicles","Qld","1937",136
"Passenger vehicles","Qld","1938",142
"Passenger vehicles","Qld","1939",151
"Passenger vehicles","Qld","1940",77
"Passenger vehicles","Qld","1941",49
"Passenger vehicles","Qld","1942",127
"Passenger vehicles","Qld","1943",66
"Passenger vehicles","Qld","1944",79
"Passenger vehicles","Qld","1945",12
"Passenger vehicles","Qld","1946",116
"Passenger vehicles","Qld","1947",135
"Passenger vehicles","Qld","1948",252
"Passenger vehicles","Qld","1949",237
"Passenger vehicles","Qld","1950",250
"Passenger vehicles","Qld","1951",302
"Passenger vehicles","Qld","1952",176
"Passenger vehicles","Qld","1953",325
"Passenger vehicles","Qld","1954",529
"Passenger vehicles","Qld","1955",678
"Passenger vehicles","Qld","1956",575
"Passenger vehicles","Qld","1957",868
"Passenger vehicles","Qld","1958",630
"Passenger vehicles","Qld","1959",650
"Passenger vehicles","Qld","1960",819
"Passenger vehicles","Qld","1961",655
"Passenger vehicles","Qld","1962",1125
"Passenger vehicles","Qld","1963",1312
"Passenger vehicles","Qld","1964",2343
"Passenger vehicles","Qld","1965",2164
"Passenger vehicles","Qld","1966",2444
"Passenger vehicles","Qld","1967",2486
"Passenger vehicles","Qld","1968",2595
"Passenger vehicles","Qld","1969",2746
"Passenger vehicles","Qld","1970",3409
"Passenger vehicles","Qld","1971",3741
"Passenger vehicles","Qld","1972",2334
"Passenger vehicles","Qld","1973",2418
"Passenger vehicles","Qld","1974",2581
"Passenger vehicles","Qld","1975",1987
"Passenger vehicles","Qld","1976",2327
"Passenger vehicles","Qld","1977",2145
"Passenger vehicles","Qld","1978",2116
"Passenger vehicles","Qld","1979",1730
"Passenger vehicles","Qld","1980",1400
"Passenger vehicles","Qld","1981",1448
"Passenger vehicles","Qld","1982",1585
"Passenger vehicles","Qld","1983",1383
"Passenger vehicles","Qld","1984",2074
"Passenger vehicles","Qld","1985",2460
"Passenger vehicles","Qld","1986",1995
"Passenger vehicles","Qld","1987",1689
"Passenger vehicles","Qld","1988",2837
"Passenger vehicles","Qld","1989",4213
"Passenger vehicles","Qld","1990",5119
"Passenger vehicles","Qld","1991",5141
"Passenger vehicles","Qld","1992",6056
"Passenger vehicles","Qld","1993",7017
"Passenger vehicles","Qld","1994",8091
"Passenger vehicles","Qld","1995",9032
"Passenger vehicles","Qld","1996",10280
"Passenger vehicles","Qld","1997",14956
"Passenger vehicles","Qld","1998",19964
"Passenger vehicles","Qld","1999",23976
"Passenger vehicles","Qld","2000",31090
"Passenger vehicles","Qld","2001",33930
"Passenger vehicles","Qld","2002",44940
"Passenger vehicles","Qld","2003",62821
"Passenger vehicles","Qld","2004",75853
"Passenger vehicles","Qld","2005",89942
"Passenger vehicles","Qld","2006",98198
"Passenger vehicles","Qld","2007",117494
"Passenger vehicles","Qld","2008",114721
"Passenger vehicles","Qld","2009",110193
"Passenger vehicles","Qld","2010",136260
"Passenger vehicles","Qld","2011",138497
"Passenger vehicles","Qld","2012",159675
"Passenger vehicles","Qld","2013",169041
"Passenger vehicles","Qld","2014",158395
"Passenger vehicles","Qld","2015",178898
"Passenger vehicles","Qld","2016",172877
"Passenger vehicles","Qld","2017",177197
"Passenger vehicles","Qld","2018",168472
"Passenger vehicles","Qld","2019",152737
"Passenger vehicles","Qld","2020",137503
"Passenger vehicles","Qld","2021",167029
"Passenger vehicles","Qld","2022",182823
"Passenger vehicles","Qld","2023",151969
"Passenger vehicles","Qld","2024",25
"Passenger vehicles","Qld","Not stated",467
"Passenger vehicles","SA","1904",4
"Passenger vehicles","SA","1905",3
"Passenger vehicles","SA","1906",3
"Passenger vehicles","SA","1907",6
"Passenger vehicles","SA","1908",6
"Passenger vehicles","SA","1909",6
"Passenger vehicles","SA","1910",9
"Passenger vehicles","SA","1911",8
"Passenger vehicles","SA","1912",15
"Passenger vehicles","SA","1913",21
"Passenger vehicles","SA","1914",13
"Passenger vehicles","SA","1915",11
"Passenger vehicles","SA","1916",10
"Passenger vehicles","SA","1917",7
"Passenger vehicles","SA","1918",10
"Passenger vehicles","SA","1919",6
"Passenger vehicles","SA","1920",6
"Passenger vehicles","SA","1921",5
"Passenger vehicles","SA","1922",19
"Passenger vehicles","SA","1923",58
"Passenger vehicles","SA","1924",64
"Passenger vehicles","SA","1925",80
"Passenger vehicles","SA","1926",88
"Passenger vehicles","SA","1927",113
"Passenger vehicles","SA","1928",186
"Passenger vehicles","SA","1929",180
"Passenger vehicles","SA","1930",65
"Passenger vehicles","SA","1931",16
"Passenger vehicles","SA","1932",73
"Passenger vehicles","SA","1933",44
"Passenger vehicles","SA","1934",99
"Passenger vehicles","SA","1935",73
"Passenger vehicles","SA","1936",64
"Passenger vehicles","SA","1937",99
"Passenger vehicles","SA","1938",90
"Passenger vehicles","SA","1939",71
"Passenger vehicles","SA","1940",30
"Passenger vehicles","SA","1941",8
"Passenger vehicles","SA","1942",24
"Passenger vehicles","SA","1943",12
"Passenger vehicles","SA","1944",11
"Passenger vehicles","SA","1945",8
"Passenger vehicles","SA","1946",44
"Passenger vehicles","SA","1947",85
"Passenger vehicles","SA","1948",163
"Passenger vehicles","SA","1949",164
"Passenger vehicles","SA","1950",146
"Passenger vehicles","SA","1951",154
"Passenger vehicles","SA","1952",134
"Passenger vehicles","SA","1953",147
"Passenger vehicles","SA","1954",285
"Passenger vehicles","SA","1955",370
"Passenger vehicles","SA","1956",254
"Passenger vehicles","SA","1957",386
"Passenger vehicles","SA","1958",284
"Passenger vehicles","SA","1959",374
"Passenger vehicles","SA","1960",399
"Passenger vehicles","SA","1961",293
"Passenger vehicles","SA","1962",593
"Passenger vehicles","SA","1963",674
"Passenger vehicles","SA","1964",959
"Passenger vehicles","SA","1965",1123
"Passenger vehicles","SA","1966",1307
"Passenger vehicles","SA","1967",1297
"Passenger vehicles","SA","1968",1500
"Passenger vehicles","SA","1969",1552
"Passenger vehicles","SA","1970",1914
"Passenger vehicles","SA","1971",1854
"Passenger vehicles","SA","1972",1316
"Passenger vehicles","SA","1973",1249
"Passenger vehicles","SA","1974",1376
"Passenger vehicles","SA","1975",1158
"Passenger vehicles","SA","1976",1292
"Passenger vehicles","SA","1977",1183
"Passenger vehicles","SA","1978",1188
"Passenger vehicles","SA","1979",908
"Passenger vehicles","SA","1980",646
"Passenger vehicles","SA","1981",638
"Passenger vehicles","SA","1982",803
"Passenger vehicles","SA","1983",755
"Passenger vehicles","SA","1984",1181
"Passenger vehicles","SA","1985",1328
"Passenger vehicles","SA","1986",1183
"Passenger vehicles","SA","1987",1006
"Passenger vehicles","SA","1988",1500
"Passenger vehicles","SA","1989",1990
"Passenger vehicles","SA","1990",2771
"Passenger vehicles","SA","1991",2670
"Passenger vehicles","SA","1992",3217
"Passenger vehicles","SA","1993",3595
"Passenger vehicles","SA","1994",4374
"Passenger vehicles","SA","1995",5371
"Passenger vehicles","SA","1996",6027
"Passenger vehicles","SA","1997",8415
"Passenger vehicles","SA","1998",11531
"Passenger vehicles","SA","1999",12770
"Passenger vehicles","SA","2000",16641
"Passenger vehicles","SA","2001",18833
"Passenger vehicles","SA","2002",23877
"Passenger vehicles","SA","2003",31360
"Passenger vehicles","SA","2004",33890
"Passenger vehicles","SA","2005",38727
"Passenger vehicles","SA","2006",40629
"Passenger vehicles","SA","2007",44729
"Passenger vehicles","SA","2008",46093
"Passenger vehicles","SA","2009",42689
"Passenger vehicles","SA","2010",53034
"Passenger vehicles","SA","2011",50076
"Passenger vehicles","SA","2012",56740
"Passenger vehicles","SA","2013",59363
"Passenger vehicles","SA","2014",55033
"Passenger vehicles","SA","2015",57720
"Passenger vehicles","SA","2016",59104
"Passenger vehicles","SA","2017",61910
"Passenger vehicles","SA","2018",57696
"Passenger vehicles","SA","2019",49530
"Passenger vehicles","SA","2020",43714
"Passenger vehicles","SA","2021",51727
"Passenger vehicles","SA","2022",55076
"Passenger vehicles","SA","2023",45810
"Passenger vehicles","SA","Not stated",11
"Passenger vehicles","WA","1901",3
"Passenger vehicles","WA","1903",3
"Passenger vehicles","WA","1904",5
"Passenger vehicles","WA","1906",3
"Passenger vehicles","WA","1908",4
"Passenger vehicles","WA","1909",6
"Passenger vehicles","WA","1910",8
"Passenger vehicles","WA","1911",12
"Passenger vehicles","WA","1912",15
"Passenger vehicles","WA","1913",13
"Passenger vehicles","WA","1914",23
"Passenger vehicles","WA","1915",24
"Passenger vehicles","WA","1916",7
"Passenger vehicles","WA","1917",6
"Passenger vehicles","WA","1918",7
"Passenger vehicles","WA","1919",3
"Passenger vehicles","WA","1920",4
"Passenger vehicles","WA","1921",5
"Passenger vehicles","WA","1922",8
"Passenger vehicles","WA","1923",89
"Passenger vehicles","WA","1924",38
"Passenger vehicles","WA","1925",54
"Passenger vehicles","WA","1926",95
"Passenger vehicles","WA","1927",134
"Passenger vehicles","WA","1928",217
"Passenger vehicles","WA","1929",205
"Passenger vehicles","WA","1930",103
"Passenger vehicles","WA","1931",39
"Passenger vehicles","WA","1932",127
"Passenger vehicles","WA","1933",55
"Passenger vehicles","WA","1934",152
"Passenger vehicles","WA","1935",80
"Passenger vehicles","WA","1936",91
"Passenger vehicles","WA","1937",102
"Passenger vehicles","WA","1938",92
"Passenger vehicles","WA","1939",75
"Passenger vehicles","WA","1940",46
"Passenger vehicles","WA","1941",13
"Passenger vehicles","WA","1942",42
"Passenger vehicles","WA","1943",14
"Passenger vehicles","WA","1944",27
"Passenger vehicles","WA","1945",17
"Passenger vehicles","WA","1946",91
"Passenger vehicles","WA","1947",91
"Passenger vehicles","WA","1948",193
"Passenger vehicles","WA","1949",167
"Passenger vehicles","WA","1950",160
"Passenger vehicles","WA","1951",162
"Passenger vehicles","WA","1952",149
"Passenger vehicles","WA","1953",196
"Passenger vehicles","WA","1954",279
"Passenger vehicles","WA","1955",334
"Passenger vehicles","WA","1956",271
"Passenger vehicles","WA","1957",465
"Passenger vehicles","WA","1958",351
"Passenger vehicles","WA","1959",382
"Passenger vehicles","WA","1960",433
"Passenger vehicles","WA","1961",343
"Passenger vehicles","WA","1962",688
"Passenger vehicles","WA","1963",731
"Passenger vehicles","WA","1964",1079
"Passenger vehicles","WA","1965",1015
"Passenger vehicles","WA","1966",1306
"Passenger vehicles","WA","1967",1261
"Passenger vehicles","WA","1968",1494
"Passenger vehicles","WA","1969",1752
"Passenger vehicles","WA","1970",1938
"Passenger vehicles","WA","1971",2191
"Passenger vehicles","WA","1972",1364
"Passenger vehicles","WA","1973",1389
"Passenger vehicles","WA","1974",1576
"Passenger vehicles","WA","1975",1136
"Passenger vehicles","WA","1976",1421
"Passenger vehicles","WA","1977",1590
"Passenger vehicles","WA","1978",1357
"Passenger vehicles","WA","1979",998
"Passenger vehicles","WA","1980",671
"Passenger vehicles","WA","1981",777
"Passenger vehicles","WA","1982",826
"Passenger vehicles","WA","1983",839
"Passenger vehicles","WA","1984",1121
"Passenger vehicles","WA","1985",1393
"Passenger vehicles","WA","1986",1175
"Passenger vehicles","WA","1987",1181
"Passenger vehicles","WA","1988",1971
"Passenger vehicles","WA","1989",2587
"Passenger vehicles","WA","1990",2824
"Passenger vehicles","WA","1991",2648
"Passenger vehicles","WA","1992",3298
"Passenger vehicles","WA","1993",4180
"Passenger vehicles","WA","1994",4888
"Passenger vehicles","WA","1995",5347
"Passenger vehicles","WA","1996",6465
"Passenger vehicles","WA","1997",8621
"Passenger vehicles","WA","1998",11907
"Passenger vehicles","WA","1999",13331
"Passenger vehicles","WA","2000",17353
"Passenger vehicles","WA","2001",19026
"Passenger vehicles","WA","2002",25088
"Passenger vehicles","WA","2003",35584
"Passenger vehicles","WA","2004",43116
"Passenger vehicles","WA","2005",53396
"Passenger vehicles","WA","2006",63332
"Passenger vehicles","WA","2007",71829
"Passenger vehicles","WA","2008",74256
"Passenger vehicles","WA","2009",66771
"Passenger vehicles","WA","2010",85683
"Passenger vehicles","WA","2011",77926
"Passenger vehicles","WA","2012",96042
"Passenger vehicles","WA","2013",98030
"Passenger vehicles","WA","2014",90883
"Passenger vehicles","WA","2015",88915
"Passenger vehicles","WA","2016",88724
"Passenger vehicles","WA","2017",86119
"Passenger vehicles","WA","2018",84427
"Passenger vehicles","WA","2019",80209
"Passenger vehicles","WA","2020",69651
"Passenger vehicles","WA","2021",88349
"Passenger vehicles","WA","2022",82789
"Passenger vehicles","WA","2023",73636
"Passenger vehicles","WA","2024",19
"Passenger vehicles","WA","Not stated",3
"Passenger vehicles","Tas","1906",3
"Passenger vehicles","Tas","1907",4
"Passenger vehicles","Tas","1908",3
"Passenger vehicles","Tas","1909",3
"Passenger vehicles","Tas","1910",4
"Passenger vehicles","Tas","1911",3
"Passenger vehicles","Tas","1912",3
"Passenger vehicles","Tas","1913",9
"Passenger vehicles","Tas","1915",7
"Passenger vehicles","Tas","1916",3
"Passenger vehicles","Tas","1917",4
"Passenger vehicles","Tas","1921",3
"Passenger vehicles","Tas","1922",3
"Passenger vehicles","Tas","1923",10
"Passenger vehicles","Tas","1925",12
"Passenger vehicles","Tas","1926",12
"Passenger vehicles","Tas","1927",7
"Passenger vehicles","Tas","1928",31
"Passenger vehicles","Tas","1929",22
"Passenger vehicles","Tas","1930",20
"Passenger vehicles","Tas","1931",3
"Passenger vehicles","Tas","1932",15
"Passenger vehicles","Tas","1933",7
"Passenger vehicles","Tas","1934",26
"Passenger vehicles","Tas","1935",15
"Passenger vehicles","Tas","1936",11
"Passenger vehicles","Tas","1937",10
"Passenger vehicles","Tas","1938",15
"Passenger vehicles","Tas","1939",8
"Passenger vehicles","Tas","1940",6
"Passenger vehicles","Tas","1941",3
"Passenger vehicles","Tas","1943",4
"Passenger vehicles","Tas","1944",4
"Passenger vehicles","Tas","1946",7
"Passenger vehicles","Tas","1947",11
"Passenger vehicles","Tas","1948",25
"Passenger vehicles","Tas","1949",14
"Passenger vehicles","Tas","1950",16
"Passenger vehicles","Tas","1951",19
"Passenger vehicles","Tas","1952",17
"Passenger vehicles","Tas","1953",28
"Passenger vehicles","Tas","1954",41
"Passenger vehicles","Tas","1955",36
"Passenger vehicles","Tas","1956",44
"Passenger vehicles","Tas","1957",37
"Passenger vehicles","Tas","1958",41
"Passenger vehicles","Tas","1959",40
"Passenger vehicles","Tas","1960",45
"Passenger vehicles","Tas","1961",43
"Passenger vehicles","Tas","1962",80
"Passenger vehicles","Tas","1963",90
"Passenger vehicles","Tas","1964",132
"Passenger vehicles","Tas","1965",76
"Passenger vehicles","Tas","1966",126
"Passenger vehicles","Tas","1967",130
"Passenger vehicles","Tas","1968",125
"Passenger vehicles","Tas","1969",122
"Passenger vehicles","Tas","1970",155
"Passenger vehicles","Tas","1971",218
"Passenger vehicles","Tas","1972",148
"Passenger vehicles","Tas","1973",154
"Passenger vehicles","Tas","1974",203
"Passenger vehicles","Tas","1975",202
"Passenger vehicles","Tas","1976",227
"Passenger vehicles","Tas","1977",261
"Passenger vehicles","Tas","1978",234
"Passenger vehicles","Tas","1979",206
"Passenger vehicles","Tas","1980",192
"Passenger vehicles","Tas","1981",175
"Passenger vehicles","Tas","1982",197
"Passenger vehicles","Tas","1983",251
"Passenger vehicles","Tas","1984",390
"Passenger vehicles","Tas","1985",492
"Passenger vehicles","Tas","1986",379
"Passenger vehicles","Tas","1987",338
"Passenger vehicles","Tas","1988",514
"Passenger vehicles","Tas","1989",940
"Passenger vehicles","Tas","1990",1083
"Passenger vehicles","Tas","1991",1061
"Passenger vehicles","Tas","1992",1314
"Passenger vehicles","Tas","1993",1637
"Passenger vehicles","Tas","1994",1901
"Passenger vehicles","Tas","1995",2076
"Passenger vehicles","Tas","1996",2357
"Passenger vehicles","Tas","1997",3281
"Passenger vehicles","Tas","1998",4396
"Passenger vehicles","Tas","1999",4795
"Passenger vehicles","Tas","2000",6308
"Passenger vehicles","Tas","2001",6926
"Passenger vehicles","Tas","2002",8202
"Passenger vehicles","Tas","2003",10092
"Passenger vehicles","Tas","2004",11512
"Passenger vehicles","Tas","2005",12678
"Passenger vehicles","Tas","2006",13678
"Passenger vehicles","Tas","2007",14453
"Passenger vehicles","Tas","2008",14407
"Passenger vehicles","Tas","2009",13332
"Passenger vehicles","Tas","2010",15736
"Passenger vehicles","Tas","2011",14133
"Passenger vehicles","Tas","2012",15607
"Passenger vehicles","Tas","2013",17430
"Passenger vehicles","Tas","2014",16056
"Passenger vehicles","Tas","2015",16782
"Passenger vehicles","Tas","2016",16501
"Passenger vehicles","Tas","2017",15752
"Passenger vehicles","Tas","2018",16194
"Passenger vehicles","Tas","2019",15084
"Passenger vehicles","Tas","2020",11114
"Passenger vehicles","Tas","2021",15453
"Passenger vehicles","Tas","2022",15925
"Passenger vehicles","Tas","2023",11693
"Passenger vehicles","Tas","2024",3
"Passenger vehicles","NT","1904",3
"Passenger vehicles","NT","1923",5
"Passenger vehicles","NT","1925",4
"Passenger vehicles","NT","1927",4
"Passenger vehicles","NT","1928",8
"Passenger vehicles","NT","1932",6
"Passenger vehicles","NT","1934",7
"Passenger vehicles","NT","1936",3
"Passenger vehicles","NT","1938",4
"Passenger vehicles","NT","1941",3
"Passenger vehicles","NT","1942",8
"Passenger vehicles","NT","1943",4
"Passenger vehicles","NT","1948",6
"Passenger vehicles","NT","1949",4
"Passenger vehicles","NT","1951",3
"Passenger vehicles","NT","1952",4
"Passenger vehicles","NT","1953",5
"Passenger vehicles","NT","1954",8
"Passenger vehicles","NT","1955",7
"Passenger vehicles","NT","1956",5
"Passenger vehicles","NT","1957",10
"Passenger vehicles","NT","1958",7
"Passenger vehicles","NT","1959",8
"Passenger vehicles","NT","1960",16
"Passenger vehicles","NT","1961",5
"Passenger vehicles","NT","1962",15
"Passenger vehicles","NT","1963",17
"Passenger vehicles","NT","1964",24
"Passenger vehicles","NT","1965",29
"Passenger vehicles","NT","1966",37
"Passenger vehicles","NT","1967",41
"Passenger vehicles","NT","1968",38
"Passenger vehicles","NT","1969",48
"Passenger vehicles","NT","1970",48
"Passenger vehicles","NT","1971",44
"Passenger vehicles","NT","1972",18
"Passenger vehicles","NT","1973",36
"Passenger vehicles","NT","1974",35
"Passenger vehicles","NT","1975",38
"Passenger vehicles","NT","1976",34
"Passenger vehicles","NT","1977",37
