"vehicle_type","state_abb","year_of_manufacture","no_vehicles"
"Light commercial vehicles","SA","1962",42
"Light commercial vehicles","SA","1963",66
"Light commercial vehicles","SA","1964",123
"Light commercial vehicles","SA","1965",94
"Light commercial vehicles","SA","1966",102
"Light commercial vehicles","SA","1967",102
"Light commercial vehicles","SA","1968",107
"Light commercial vehicles","SA","1969",113
"Light commercial vehicles","SA","1970",185
"Light commercial vehicles","SA","1971",171
"Light commercial vehicles","SA","1972",202
"Light commercial vehicles","SA","1973",224
"Light commercial vehicles","SA","1974",261
"Light commercial vehicles","SA","1975",288
"Light commercial vehicles","SA","1976",343
"Light commercial vehicles","SA","1977",377
"Light commercial vehicles","SA","1978",419
"Light commercial vehicles","SA","1979",348
"Light commercial vehicles","SA","1980",336
"Light commercial vehicles","SA","1981",327
"Light commercial vehicles","SA","1982",293
"Light commercial vehicles","SA","1983",340
"Light commercial vehicles","SA","1984",540
"Light commercial vehicles","SA","1985",606
"Light commercial vehicles","SA","1986",391
"Light commercial vehicles","SA","1987",349
"Light commercial vehicles","SA","1988",705
"Light commercial vehicles","SA","1989",919
"Light commercial vehicles","SA","1990",1039
"Light commercial vehicles","SA","1991",843
"Light commercial vehicles","SA","1992",1134
"Light commercial vehicles","SA","1993",1199
"Light commercial vehicles","SA","1994",1530
"Light commercial vehicles","SA","1995",1776
"Light commercial vehicles","SA","1996",2149
"Light commercial vehicles","SA","1997",2277
"Light commercial vehicles","SA","1998",3139
"Light commercial vehicles","SA","1999",3163
"Light commercial vehicles","SA","2000",3558
"Light commercial vehicles","SA","2001",3891
"Light commercial vehicles","SA","2002",5217
"Light commercial vehicles","SA","2003",6150
"Light commercial vehicles","SA","2004",6810
"Light commercial vehicles","SA","2005",7465
"Light commercial vehicles","SA","2006",7191
"Light commercial vehicles","SA","2007",8142
"Light commercial vehicles","SA","2008",9893
"Light commercial vehicles","SA","2009",9161
"Light commercial vehicles","SA","2010",10604
"Light commercial vehicles","SA","2011",9086
"Light commercial vehicles","SA","2012",11610
"Light commercial vehicles","SA","2013",11751
"Light commercial vehicles","SA","2014",11446
"Light commercial vehicles","SA","2015",12111
"Light commercial vehicles","SA","2016",12707
"Light commercial vehicles","SA","2017",14435
"Light commercial vehicles","SA","2018",15526
"Light commercial vehicles","SA","2019",13540
"Light commercial vehicles","SA","2020",12450
"Light commercial vehicles","SA","2021",16604
"Light commercial vehicles","SA","2022",16172
"Light commercial vehicles","SA","2023",13660
"Light commercial vehicles","SA","2024",14
"Light commercial vehicles","SA","Not stated",18
"Light commercial vehicles","WA","1927",4
"Light commercial vehicles","WA","1928",3
"Light commercial vehicles","WA","1929",10
"Light commercial vehicles","WA","1930",4
"Light commercial vehicles","WA","1932",3
"Light commercial vehicles","WA","1933",3
"Light commercial vehicles","WA","1934",4
"Light commercial vehicles","WA","1935",3
"Light commercial vehicles","WA","1936",3
"Light commercial vehicles","WA","1937",7
"Light commercial vehicles","WA","1938",3
"Light commercial vehicles","WA","1939",3
"Light commercial vehicles","WA","1940",3
"Light commercial vehicles","WA","1941",7
"Light commercial vehicles","WA","1942",18
"Light commercial vehicles","WA","1943",8
"Light commercial vehicles","WA","1944",13
"Light commercial vehicles","WA","1945",11
"Light commercial vehicles","WA","1946",15
"Light commercial vehicles","WA","1947",9
"Light commercial vehicles","WA","1948",31
"Light commercial vehicles","WA","1949",20
"Light commercial vehicles","WA","1950",31
"Light commercial vehicles","WA","1951",40
"Light commercial vehicles","WA","1952",39
"Light commercial vehicles","WA","1953",58
"Light commercial vehicles","WA","1954",88
"Light commercial vehicles","WA","1955",89
"Light commercial vehicles","WA","1956",75
"Light commercial vehicles","WA","1957",54
"Light commercial vehicles","WA","1958",62
"Light commercial vehicles","WA","1959",58
"Light commercial vehicles","WA","1960",52
"Light commercial vehicles","WA","1961",64
"Light commercial vehicles","WA","1962",96
"Light commercial vehicles","WA","1963",107
"Light commercial vehicles","WA","1964",155
"Light commercial vehicles","WA","1965",99
"Light commercial vehicles","WA","1966",132
"Light commercial vehicles","WA","1967",128
"Light commercial vehicles","WA","1968",167
"Light commercial vehicles","WA","1969",164
"Light commercial vehicles","WA","1970",237
"Light commercial vehicles","WA","1971",330
"Light commercial vehicles","WA","1972",324
"Light commercial vehicles","WA","1973",322
"Light commercial vehicles","WA","1974",496
"Light commercial vehicles","WA","1975",525
"Light commercial vehicles","WA","1976",668
"Light commercial vehicles","WA","1977",753
"Light commercial vehicles","WA","1978",854
"Light commercial vehicles","WA","1979",609
"Light commercial vehicles","WA","1980",457
"Light commercial vehicles","WA","1981",580
"Light commercial vehicles","WA","1982",618
"Light commercial vehicles","WA","1983",591
"Light commercial vehicles","WA","1984",871
"Light commercial vehicles","WA","1985",1009
"Light commercial vehicles","WA","1986",605
"Light commercial vehicles","WA","1987",664
"Light commercial vehicles","WA","1988",1352
"Light commercial vehicles","WA","1989",1724
"Light commercial vehicles","WA","1990",1692
"Light commercial vehicles","WA","1991",1504
"Light commercial vehicles","WA","1992",2212
"Light commercial vehicles","WA","1993",2532
"Light commercial vehicles","WA","1994",3124
"Light commercial vehicles","WA","1995",3318
"Light commercial vehicles","WA","1996",3740
"Light commercial vehicles","WA","1997",4078
"Light commercial vehicles","WA","1998",4639
"Light commercial vehicles","WA","1999",4774
"Light commercial vehicles","WA","2000",5352
"Light commercial vehicles","WA","2001",5586
"Light commercial vehicles","WA","2002",7300
"Light commercial vehicles","WA","2003",10075
"Light commercial vehicles","WA","2004",11827
"Light commercial vehicles","WA","2005",14202
"Light commercial vehicles","WA","2006",14930
"Light commercial vehicles","WA","2007",16498
"Light commercial vehicles","WA","2008",19447
"Light commercial vehicles","WA","2009",16200
"Light commercial vehicles","WA","2010",19090
"Light commercial vehicles","WA","2011",17799
"Light commercial vehicles","WA","2012",24600
"Light commercial vehicles","WA","2013",22201
"Light commercial vehicles","WA","2014",22632
"Light commercial vehicles","WA","2015",21294
"Light commercial vehicles","WA","2016",21547
"Light commercial vehicles","WA","2017",23498
"Light commercial vehicles","WA","2018",26282
"Light commercial vehicles","WA","2019",23454
"Light commercial vehicles","WA","2020",23827
"Light commercial vehicles","WA","2021",31573
"Light commercial vehicles","WA","2022",29581
"Light commercial vehicles","WA","2023",23330
"Light commercial vehicles","WA","2024",15
"Light commercial vehicles","WA","Not stated",3
"Light commercial vehicles","Tas","1928",10
"Light commercial vehicles","Tas","1929",3
"Light commercial vehicles","Tas","1930",3
"Light commercial vehicles","Tas","1934",3
"Light commercial vehicles","Tas","1936",3
"Light commercial vehicles","Tas","1937",4
"Light commercial vehicles","Tas","1938",5
"Light commercial vehicles","Tas","1939",6
"Light commercial vehicles","Tas","1940",4
"Light commercial vehicles","Tas","1942",11
"Light commercial vehicles","Tas","1943",3
"Light commercial vehicles","Tas","1944",5
"Light commercial vehicles","Tas","1946",9
"Light commercial vehicles","Tas","1947",5
"Light commercial vehicles","Tas","1948",20
"Light commercial vehicles","Tas","1950",7
"Light commercial vehicles","Tas","1951",4
"Light commercial vehicles","Tas","1952",3
"Light commercial vehicles","Tas","1953",9
"Light commercial vehicles","Tas","1954",8
"Light commercial vehicles","Tas","1955",10
"Light commercial vehicles","Tas","1956",18
"Light commercial vehicles","Tas","1957",9
"Light commercial vehicles","Tas","1958",12
"Light commercial vehicles","Tas","1959",13
"Light commercial vehicles","Tas","1960",15
"Light commercial vehicles","Tas","1961",8
"Light commercial vehicles","Tas","1962",16
"Light commercial vehicles","Tas","1963",15
"Light commercial vehicles","Tas","1964",33
"Light commercial vehicles","Tas","1965",16
"Light commercial vehicles","Tas","1966",28
"Light commercial vehicles","Tas","1967",23
"Light commercial vehicles","Tas","1968",25
"Light commercial vehicles","Tas","1969",26
"Light commercial vehicles","Tas","1970",34
"Light commercial vehicles","Tas","1971",39
"Light commercial vehicles","Tas","1972",62
"Light commercial vehicles","Tas","1973",69
"Light commercial vehicles","Tas","1974",86
"Light commercial vehicles","Tas","1975",119
"Light commercial vehicles","Tas","1976",109
"Light commercial vehicles","Tas","1977",131
"Light commercial vehicles","Tas","1978",168
"Light commercial vehicles","Tas","1979",145
"Light commercial vehicles","Tas","1980",171
"Light commercial vehicles","Tas","1981",160
"Light commercial vehicles","Tas","1982",198
"Light commercial vehicles","Tas","1983",203
"Light commercial vehicles","Tas","1984",375
"Light commercial vehicles","Tas","1985",513
"Light commercial vehicles","Tas","1986",435
"Light commercial vehicles","Tas","1987",287
"Light commercial vehicles","Tas","1988",575
"Light commercial vehicles","Tas","1989",883
"Light commercial vehicles","Tas","1990",981
"Light commercial vehicles","Tas","1991",801
"Light commercial vehicles","Tas","1992",1164
"Light commercial vehicles","Tas","1993",1118
"Light commercial vehicles","Tas","1994",1484
"Light commercial vehicles","Tas","1995",1529
"Light commercial vehicles","Tas","1996",1574
"Light commercial vehicles","Tas","1997",1776
"Light commercial vehicles","Tas","1998",2171
"Light commercial vehicles","Tas","1999",2334
"Light commercial vehicles","Tas","2000",2600
"Light commercial vehicles","Tas","2001",2391
"Light commercial vehicles","Tas","2002",3074
"Light commercial vehicles","Tas","2003",3621
"Light commercial vehicles","Tas","2004",4378
"Light commercial vehicles","Tas","2005",4566
"Light commercial vehicles","Tas","2006",3887
"Light commercial vehicles","Tas","2007",4313
"Light commercial vehicles","Tas","2008",5233
"Light commercial vehicles","Tas","2009",4525
"Light commercial vehicles","Tas","2010",5150
"Light commercial vehicles","Tas","2011",4241
"Light commercial vehicles","Tas","2012",4945
"Light commercial vehicles","Tas","2013",5595
"Light commercial vehicles","Tas","2014",5151
"Light commercial vehicles","Tas","2015",5607
"Light commercial vehicles","Tas","2016",5670
"Light commercial vehicles","Tas","2017",5679
"Light commercial vehicles","Tas","2018",6462
"Light commercial vehicles","Tas","2019",5939
"Light commercial vehicles","Tas","2020",4946
"Light commercial vehicles","Tas","2021",6721
"Light commercial vehicles","Tas","2022",5856
"Light commercial vehicles","Tas","2023",4337
"Light commercial vehicles","Tas","2024",8
"Light commercial vehicles","NT","1920",3
"Light commercial vehicles","NT","1926",3
"Light commercial vehicles","NT","1928",3
"Light commercial vehicles","NT","1936",3
"Light commercial vehicles","NT","1937",3
"Light commercial vehicles","NT","1940",3
"Light commercial vehicles","NT","1944",3
"Light commercial vehicles","NT","1945",3
"Light commercial vehicles","NT","1946",3
"Light commercial vehicles","NT","1947",3
"Light commercial vehicles","NT","1948",3
"Light commercial vehicles","NT","1950",3
"Light commercial vehicles","NT","1951",3
"Light commercial vehicles","NT","1952",3
"Light commercial vehicles","NT","1953",3
"Light commercial vehicles","NT","1954",5
"Light commercial vehicles","NT","1955",7
"Light commercial vehicles","NT","1956",3
"Light commercial vehicles","NT","1957",4
"Light commercial vehicles","NT","1959",8
"Light commercial vehicles","NT","1961",3
"Light commercial vehicles","NT","1962",4
"Light commercial vehicles","NT","1963",8
"Light commercial vehicles","NT","1964",6
"Light commercial vehicles","NT","1966",4
"Light commercial vehicles","NT","1967",3
"Light commercial vehicles","NT","1968",4
"Light commercial vehicles","NT","1969",7
"Light commercial vehicles","NT","1970",7
"Light commercial vehicles","NT","1971",16
"Light commercial vehicles","NT","1972",14
"Light commercial vehicles","NT","1973",9
"Light commercial vehicles","NT","1974",12
"Light commercial vehicles","NT","1975",23
"Light commercial vehicles","NT","1976",24
"Light commercial vehicles","NT","1977",29
"Light commercial vehicles","NT","1978",24
"Light commercial vehicles","NT","1979",24
"Light commercial vehicles","NT","1980",17
"Light commercial vehicles","NT","1981",28
"Light commercial vehicles","NT","1982",27
"Light commercial vehicles","NT","1983",30
"Light commercial vehicles","NT","1984",55
"Light commercial vehicles","NT","1985",45
"Light commercial vehicles","NT","1986",24
"Light commercial vehicles","NT","1987",28
"Light commercial vehicles","NT","1988",53
"Light commercial vehicles","NT","1989",87
"Light commercial vehicles","NT","1990",83
"Light commercial vehicles","NT","1991",98
"Light commercial vehicles","NT","1992",126
"Light commercial vehicles","NT","1993",154
"Light commercial vehicles","NT","1994",188
"Light commercial vehicles","NT","1995",228
"Light commercial vehicles","NT","1996",253
"Light commercial vehicles","NT","1997",273
"Light commercial vehicles","NT","1998",386
"Light commercial vehicles","NT","1999",395
"Light commercial vehicles","NT","2000",481
"Light commercial vehicles","NT","2001",547
"Light commercial vehicles","NT","2002",717
"Light commercial vehicles","NT","2003",850
"Light commercial vehicles","NT","2004",991
"Light commercial vehicles","NT","2005",1287
"Light commercial vehicles","NT","2006",1432
"Light commercial vehicles","NT","2007",1622
"Light commercial vehicles","NT","2008",1884
"Light commercial vehicles","NT","2009",1644
"Light commercial vehicles","NT","2010",1913
"Light commercial vehicles","NT","2011",1692
"Light commercial vehicles","NT","2012",2340
"Light commercial vehicles","NT","2013",2507
"Light commercial vehicles","NT","2014",2740
"Light commercial vehicles","NT","2015",2543
"Light commercial vehicles","NT","2016",2514
"Light commercial vehicles","NT","2017",2908
"Light commercial vehicles","NT","2018",2979
"Light commercial vehicles","NT","2019",2765
"Light commercial vehicles","NT","2020",2694
"Light commercial vehicles","NT","2021",3513
"Light commercial vehicles","NT","2022",3446
"Light commercial vehicles","NT","2023",2629
"Light commercial vehicles","NT","2024",4
"Light commercial vehicles","ACT","1929",3
"Light commercial vehicles","ACT","1947",3
"Light commercial vehicles","ACT","1948",3
"Light commercial vehicles","ACT","1949",3
"Light commercial vehicles","ACT","1951",3
"Light commercial vehicles","ACT","1954",5
"Light commercial vehicles","ACT","1955",6
"Light commercial vehicles","ACT","1956",5
"Light commercial vehicles","ACT","1958",4
"Light commercial vehicles","ACT","1959",3
"Light commercial vehicles","ACT","1960",6
"Light commercial vehicles","ACT","1961",6
"Light commercial vehicles","ACT","1962",5
"Light commercial vehicles","ACT","1963",8
"Light commercial vehicles","ACT","1964",16
"Light commercial vehicles","ACT","1965",8
"Light commercial vehicles","ACT","1966",6
"Light commercial vehicles","ACT","1967",16
"Light commercial vehicles","ACT","1968",7
"Light commercial vehicles","ACT","1969",4
"Light commercial vehicles","ACT","1970",6
"Light commercial vehicles","ACT","1971",20
"Light commercial vehicles","ACT","1972",17
"Light commercial vehicles","ACT","1973",23
"Light commercial vehicles","ACT","1974",30
"Light commercial vehicles","ACT","1975",26
"Light commercial vehicles","ACT","1976",24
"Light commercial vehicles","ACT","1977",37
"Light commercial vehicles","ACT","1978",33
"Light commercial vehicles","ACT","1979",30
"Light commercial vehicles","ACT","1980",28
"Light commercial vehicles","ACT","1981",24
"Light commercial vehicles","ACT","1982",25
"Light commercial vehicles","ACT","1983",23
"Light commercial vehicles","ACT","1984",40
"Light commercial vehicles","ACT","1985",52
"Light commercial vehicles","ACT","1986",27
"Light commercial vehicles","ACT","1987",19
"Light commercial vehicles","ACT","1988",42
"Light commercial vehicles","ACT","1989",63
"Light commercial vehicles","ACT","1990",82
"Light commercial vehicles","ACT","1991",80
"Light commercial vehicles","ACT","1992",86
"Light commercial vehicles","ACT","1993",98
"Light commercial vehicles","ACT","1994",150
"Light commercial vehicles","ACT","1995",132
"Light commercial vehicles","ACT","1996",127
"Light commercial vehicles","ACT","1997",185
"Light commercial vehicles","ACT","1998",248
"Light commercial vehicles","ACT","1999",258
"Light commercial vehicles","ACT","2000",354
"Light commercial vehicles","ACT","2001",387
"Light commercial vehicles","ACT","2002",497
"Light commercial vehicles","ACT","2003",712
"Light commercial vehicles","ACT","2004",770
"Light commercial vehicles","ACT","2005",857
"Light commercial vehicles","ACT","2006",863
"Light commercial vehicles","ACT","2007",974
"Light commercial vehicles","ACT","2008",1254
"Light commercial vehicles","ACT","2009",1270
"Light commercial vehicles","ACT","2010",1416
"Light commercial vehicles","ACT","2011",1292
"Light commercial vehicles","ACT","2012",1728
"Light commercial vehicles","ACT","2013",1805
"Light commercial vehicles","ACT","2014",1888
"Light commercial vehicles","ACT","2015",2107
"Light commercial vehicles","ACT","2016",2416
"Light commercial vehicles","ACT","2017",2584
"Light commercial vehicles","ACT","2018",2742
"Light commercial vehicles","ACT","2019",2455
"Light commercial vehicles","ACT","2020",2344
"Light commercial vehicles","ACT","2021",2877
"Light commercial vehicles","ACT","2022",2439
"Light commercial vehicles","ACT","2023",1881
"Light commercial vehicles","ACT","Not stated",3
"Light rigid trucks","NSW","1954",3
"Light rigid trucks","NSW","1956",3
"Light rigid trucks","NSW","1957",3
"Light rigid trucks","NSW","1960",3
"Light rigid trucks","NSW","1967",3
"Light rigid trucks","NSW","1968",5
"Light rigid trucks","NSW","1970",3
"Light rigid trucks","NSW","1972",5
"Light rigid trucks","NSW","1974",3
"Light rigid trucks","NSW","1975",3
"Light rigid trucks","NSW","1976",8
"Light rigid trucks","NSW","1977",5
"Light rigid trucks","NSW","1978",8
"Light rigid trucks","NSW","1979",5
"Light rigid trucks","NSW","1980",13
"Light rigid trucks","NSW","1981",27
"Light rigid trucks","NSW","1982",18
"Light rigid trucks","NSW","1983",10
"Light rigid trucks","NSW","1984",32
"Light rigid trucks","NSW","1985",76
"Light rigid trucks","NSW","1986",62
"Light rigid trucks","NSW","1987",68
"Light rigid trucks","NSW","1988",158
"Light rigid trucks","NSW","1989",277
"Light rigid trucks","NSW","1990",277
"Light rigid trucks","NSW","1991",199
"Light rigid trucks","NSW","1992",259
"Light rigid trucks","NSW","1993",277
"Light rigid trucks","NSW","1994",339
"Light rigid trucks","NSW","1995",404
"Light rigid trucks","NSW","1996",359
"Light rigid trucks","NSW","1997",413
"Light rigid trucks","NSW","1998",643
"Light rigid trucks","NSW","1999",805
"Light rigid trucks","NSW","2000",865
"Light rigid trucks","NSW","2001",953
"Light rigid trucks","NSW","2002",1580
"Light rigid trucks","NSW","2003",906
"Light rigid trucks","NSW","2004",1640
"Light rigid trucks","NSW","2005",1747
"Light rigid trucks","NSW","2006",1543
"Light rigid trucks","NSW","2007",2084
"Light rigid trucks","NSW","2008",2041
"Light rigid trucks","NSW","2009",1780
"Light rigid trucks","NSW","2010",2443
"Light rigid trucks","NSW","2011",1488
"Light rigid trucks","NSW","2012",1884
"Light rigid trucks","NSW","2013",2160
"Light rigid trucks","NSW","2014",2562
"Light rigid trucks","NSW","2015",3448
"Light rigid trucks","NSW","2016",3858
"Light rigid trucks","NSW","2017",4175
"Light rigid trucks","NSW","2018",4457
"Light rigid trucks","NSW","2019",3751
"Light rigid trucks","NSW","2020",3831
"Light rigid trucks","NSW","2021",6702
"Light rigid trucks","NSW","2022",8066
"Light rigid trucks","NSW","2023",6330
"Light rigid trucks","NSW","2024",26
"Light rigid trucks","NSW","Not stated",3
"Light rigid trucks","Vic","1946",3
"Light rigid trucks","Vic","1958",3
"Light rigid trucks","Vic","1962",3
"Light rigid trucks","Vic","1964",3
"Light rigid trucks","Vic","1967",4
"Light rigid trucks","Vic","1968",5
"Light rigid trucks","Vic","1970",4
"Light rigid trucks","Vic","1971",3
"Light rigid trucks","Vic","1972",4
"Light rigid trucks","Vic","1974",3
"Light rigid trucks","Vic","1975",3
"Light rigid trucks","Vic","1976",6
"Light rigid trucks","Vic","1977",3
"Light rigid trucks","Vic","1978",7
"Light rigid trucks","Vic","1979",6
"Light rigid trucks","Vic","1980",11
"Light rigid trucks","Vic","1981",5
"Light rigid trucks","Vic","1982",9
"Light rigid trucks","Vic","1983",6
"Light rigid trucks","Vic","1984",22
"Light rigid trucks","Vic","1985",52
"Light rigid trucks","Vic","1986",61
"Light rigid trucks","Vic","1987",64
"Light rigid trucks","Vic","1988",120
"Light rigid trucks","Vic","1989",144
"Light rigid trucks","Vic","1990",148
"Light rigid trucks","Vic","1991",86
"Light rigid trucks","Vic","1992",125
"Light rigid trucks","Vic","1993",150
"Light rigid trucks","Vic","1994",162
"Light rigid trucks","Vic","1995",225
"Light rigid trucks","Vic","1996",205
"Light rigid trucks","Vic","1997",221
"Light rigid trucks","Vic","1998",315
"Light rigid trucks","Vic","1999",433
"Light rigid trucks","Vic","2000",440
"Light rigid trucks","Vic","2001",650
"Light rigid trucks","Vic","2002",1016
"Light rigid trucks","Vic","2003",660
"Light rigid trucks","Vic","2004",1190
"Light rigid trucks","Vic","2005",1518
"Light rigid trucks","Vic","2006",1203
"Light rigid trucks","Vic","2007",1450
"Light rigid trucks","Vic","2008",1803
"Light rigid trucks","Vic","2009",1282
"Light rigid trucks","Vic","2010",1855
"Light rigid trucks","Vic","2011",1188
"Light rigid trucks","Vic","2012",1352
"Light rigid trucks","Vic","2013",1582
"Light rigid trucks","Vic","2014",2030
"Light rigid trucks","Vic","2015",2446
"Light rigid trucks","Vic","2016",2844
"Light rigid trucks","Vic","2017",2989
"Light rigid trucks","Vic","2018",3348
"Light rigid trucks","Vic","2019",3158
"Light rigid trucks","Vic","2020",2790
"Light rigid trucks","Vic","2021",4516
"Light rigid trucks","Vic","2022",6838
"Light rigid trucks","Vic","2023",4867
"Light rigid trucks","Vic","2024",17
"Light rigid trucks","Qld","1926",3
"Light rigid trucks","Qld","1928",3
"Light rigid trucks","Qld","1929",3
"Light rigid trucks","Qld","1932",3
"Light rigid trucks","Qld","1934",3
"Light rigid trucks","Qld","1936",3
"Light rigid trucks","Qld","1939",4
"Light rigid trucks","Qld","1941",3
"Light rigid trucks","Qld","1942",9
"Light rigid trucks","Qld","1944",3
"Light rigid trucks","Qld","1946",3
"Light rigid trucks","Qld","1948",5
"Light rigid trucks","Qld","1949",3
"Light rigid trucks","Qld","1950",4
"Light rigid trucks","Qld","1951",7
"Light rigid trucks","Qld","1953",5
"Light rigid trucks","Qld","1954",3
"Light rigid trucks","Qld","1955",4
"Light rigid trucks","Qld","1957",3
"Light rigid trucks","Qld","1960",3
"Light rigid trucks","Qld","1962",3
"Light rigid trucks","Qld","1964",6
"Light rigid trucks","Qld","1966",4
"Light rigid trucks","Qld","1967",3
"Light rigid trucks","Qld","1968",7
"Light rigid trucks","Qld","1969",3
"Light rigid trucks","Qld","1970",5
"Light rigid trucks","Qld","1971",11
"Light rigid trucks","Qld","1972",3
"Light rigid trucks","Qld","1973",10
"Light rigid trucks","Qld","1974",18
"Light rigid trucks","Qld","1975",12
"Light rigid trucks","Qld","1976",16
"Light rigid trucks","Qld","1977",14
"Light rigid trucks","Qld","1978",10
"Light rigid trucks","Qld","1979",8
"Light rigid trucks","Qld","1980",22
"Light rigid trucks","Qld","1981",32
"Light rigid trucks","Qld","1982",31
"Light rigid trucks","Qld","1983",30
"Light rigid trucks","Qld","1984",48
"Light rigid trucks","Qld","1985",120
"Light rigid trucks","Qld","1986",80
"Light rigid trucks","Qld","1987",138
"Light rigid trucks","Qld","1988",260
"Light rigid trucks","Qld","1989",217
"Light rigid trucks","Qld","1990",216
"Light rigid trucks","Qld","1991",156
"Light rigid trucks","Qld","1992",235
"Light rigid trucks","Qld","1993",261
"Light rigid trucks","Qld","1994",359
"Light rigid trucks","Qld","1995",331
"Light rigid trucks","Qld","1996",278
"Light rigid trucks","Qld","1997",360
"Light rigid trucks","Qld","1998",470
"Light rigid trucks","Qld","1999",594
"Light rigid trucks","Qld","2000",637
"Light rigid trucks","Qld","2001",760
"Light rigid trucks","Qld","2002",1333
"Light rigid trucks","Qld","2003",923
"Light rigid trucks","Qld","2004",1469
"Light rigid trucks","Qld","2005",1676
"Light rigid trucks","Qld","2006",1415
"Light rigid trucks","Qld","2007",1790
"Light rigid trucks","Qld","2008",1588
"Light rigid trucks","Qld","2009",1261
"Light rigid trucks","Qld","2010",1575
"Light rigid trucks","Qld","2011",1058
"Light rigid trucks","Qld","2012",1249
"Light rigid trucks","Qld","2013",1372
"Light rigid trucks","Qld","2014",1573
"Light rigid trucks","Qld","2015",2010
"Light rigid trucks","Qld","2016",2136
"Light rigid trucks","Qld","2017",2402
"Light rigid trucks","Qld","2018",2785
"Light rigid trucks","Qld","2019",2041
"Light rigid trucks","Qld","2020",2476
"Light rigid trucks","Qld","2021",4138
"Light rigid trucks","Qld","2022",6734
"Light rigid trucks","Qld","2023",6169
"Light rigid trucks","Qld","2024",33
"Light rigid trucks","SA","1935",3
"Light rigid trucks","SA","1944",3
"Light rigid trucks","SA","1945",3
"Light rigid trucks","SA","1947",3
"Light rigid trucks","SA","1954",3
"Light rigid trucks","SA","1959",3
"Light rigid trucks","SA","1960",3
"Light rigid trucks","SA","1964",3
"Light rigid trucks","SA","1966",4
"Light rigid trucks","SA","1967",3
"Light rigid trucks","SA","1968",3
"Light rigid trucks","SA","1969",3
"Light rigid trucks","SA","1970",3
"Light rigid trucks","SA","1972",4
"Light rigid trucks","SA","1973",3
"Light rigid trucks","SA","1974",3
"Light rigid trucks","SA","1975",3
"Light rigid trucks","SA","1976",4
"Light rigid trucks","SA","1977",3
"Light rigid trucks","SA","1978",3
"Light rigid trucks","SA","1979",3
"Light rigid trucks","SA","1980",3
"Light rigid trucks","SA","1981",4
"Light rigid trucks","SA","1983",5
"Light rigid trucks","SA","1984",11
"Light rigid trucks","SA","1985",19
"Light rigid trucks","SA","1986",32
"Light rigid trucks","SA","1987",36
"Light rigid trucks","SA","1988",53
"Light rigid trucks","SA","1989",48
"Light rigid trucks","SA","1990",73
"Light rigid trucks","SA","1991",33
"Light rigid trucks","SA","1992",35
"Light rigid trucks","SA","1993",29
"Light rigid trucks","SA","1994",54
"Light rigid trucks","SA","1995",58
"Light rigid trucks","SA","1996",54
"Light rigid trucks","SA","1997",62
"Light rigid trucks","SA","1998",84
"Light rigid trucks","SA","1999",99
"Light rigid trucks","SA","2000",126
"Light rigid trucks","SA","2001",130
"Light rigid trucks","SA","2002",235
"Light rigid trucks","SA","2003",183
"Light rigid trucks","SA","2004",350
"Light rigid trucks","SA","2005",438
"Light rigid trucks","SA","2006",324
"Light rigid trucks","SA","2007",364
"Light rigid trucks","SA","2008",441
"Light rigid trucks","SA","2009",308
"Light rigid trucks","SA","2010",446
"Light rigid trucks","SA","2011",283
"Light rigid trucks","SA","2012",341
"Light rigid trucks","SA","2013",340
"Light rigid trucks","SA","2014",477
"Light rigid trucks","SA","2015",517
"Light rigid trucks","SA","2016",562
"Light rigid trucks","SA","2017",643
"Light rigid trucks","SA","2018",735
"Light rigid trucks","SA","2019",599
"Light rigid trucks","SA","2020",647
"Light rigid trucks","SA","2021",1069
"Light rigid trucks","SA","2022",1491
"Light rigid trucks","SA","2023",1453
"Light rigid trucks","SA","2024",6
"Light rigid trucks","WA","1970",3
"Light rigid trucks","WA","1976",5
"Light rigid trucks","WA","1977",4
"Light rigid trucks","WA","1978",6
"Light rigid trucks","WA","1979",4
"Light rigid trucks","WA","1980",4
"Light rigid trucks","WA","1981",6
"Light rigid trucks","WA","1982",3
"Light rigid trucks","WA","1983",3
"Light rigid trucks","WA","1984",7
"Light rigid trucks","WA","1985",21
"Light rigid trucks","WA","1986",18
"Light rigid trucks","WA","1987",35
"Light rigid trucks","WA","1988",75
"Light rigid trucks","WA","1989",126
"Light rigid trucks","WA","1990",111
"Light rigid trucks","WA","1991",77
"Light rigid trucks","WA","1992",100
"Light rigid trucks","WA","1993",85
"Light rigid trucks","WA","1994",133
"Light rigid trucks","WA","1995",155
"Light rigid trucks","WA","1996",155
"Light rigid trucks","WA","1997",133
"Light rigid trucks","WA","1998",137
"Light rigid trucks","WA","1999",181
"Light rigid trucks","WA","2000",178
"Light rigid trucks","WA","2001",210
"Light rigid trucks","WA","2002",587
"Light rigid trucks","WA","2003",361
"Light rigid trucks","WA","2004",737
"Light rigid trucks","WA","2005",896
"Light rigid trucks","WA","2006",652
"Light rigid trucks","WA","2007",697
"Light rigid trucks","WA","2008",813
"Light rigid trucks","WA","2009",492
"Light rigid trucks","WA","2010",899
"Light rigid trucks","WA","2011",545
"Light rigid trucks","WA","2012",751
"Light rigid trucks","WA","2013",766
"Light rigid trucks","WA","2014",885
"Light rigid trucks","WA","2015",859
"Light rigid trucks","WA","2016",852
"Light rigid trucks","WA","2017",935
"Light rigid trucks","WA","2018",886
"Light rigid trucks","WA","2019",947
