"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2024,"SA","Unknown","12-16","unlicensed_driving","Not applicable",0,9,7
2024,"SA","Unknown","17-25","mobile_phone_use","Police issued",1,0,0
2024,"SA","Unknown","17-25","non_wearing_seatbelts","Police issued",1,0,0
2024,"SA","Unknown","17-25","speed_fines","Mobile camera",2,0,0
2024,"SA","Unknown","17-25","speed_fines","Police issued",22,0,0
2024,"SA","Unknown","17-25","unlicensed_driving","Not applicable",0,26,72
2024,"SA","Unknown","26-39","mobile_phone_use","Police issued",1,0,0
2024,"SA","Unknown","26-39","non_wearing_seatbelts","Police issued",2,0,0
2024,"SA","Unknown","26-39","speed_fines","Mobile camera",2,0,0
2024,"SA","Unknown","26-39","speed_fines","Police issued",47,0,0
2024,"SA","Unknown","26-39","unlicensed_driving","Not applicable",0,48,169
2024,"SA","Unknown","40-64","mobile_phone_use","Police issued",2,0,0
2024,"SA","Unknown","40-64","non_wearing_seatbelts","Police issued",2,0,0
2024,"SA","Unknown","40-64","speed_fines","Mobile camera",8,0,0
2024,"SA","Unknown","40-64","speed_fines","Police issued",65,0,0
2024,"SA","Unknown","40-64","unlicensed_driving","Not applicable",0,39,177
2024,"SA","Unknown","65 and over","speed_fines","Mobile camera",2,0,0
2024,"SA","Unknown","65 and over","speed_fines","Police issued",16,0,0
2024,"SA","Unknown","65 and over","unlicensed_driving","Not applicable",2,1,15
2024,"SA","Very Remote Australia","17-25","non_wearing_seatbelts","Police issued",4,0,0
2024,"SA","Very Remote Australia","17-25","speed_fines","Police issued",31,0,0
2024,"SA","Very Remote Australia","26-39","non_wearing_seatbelts","Police issued",8,0,0
2024,"SA","Very Remote Australia","26-39","speed_fines","Police issued",57,1,0
2024,"SA","Very Remote Australia","40-64","mobile_phone_use","Police issued",2,0,0
2024,"SA","Very Remote Australia","40-64","non_wearing_seatbelts","Police issued",9,0,0
2024,"SA","Very Remote Australia","40-64","speed_fines","Police issued",76,0,1
2024,"SA","Very Remote Australia","65 and over","non_wearing_seatbelts","Police issued",2,0,0
2024,"SA","Very Remote Australia","65 and over","speed_fines","Police issued",20,0,0
2024,"TAS","Unknown","12-16","speed_fines","Fixed or mobile camera",1,0,0
2024,"TAS","Unknown","12-16","speed_fines","Police issued",0,0,1
2024,"TAS","Unknown","12-16","unlicensed_driving","Not applicable",0,4,2
2024,"TAS","Unknown","17-25","mobile_phone_use","Fixed or mobile camera",17,0,0
2024,"TAS","Unknown","17-25","mobile_phone_use","Police issued",27,0,0
2024,"TAS","Unknown","17-25","non_wearing_seatbelts","Fixed or mobile camera",31,0,0
2024,"TAS","Unknown","17-25","non_wearing_seatbelts","Police issued",7,0,1
2024,"TAS","Unknown","17-25","speed_fines","Fixed or mobile camera",428,0,0
2024,"TAS","Unknown","17-25","speed_fines","Police issued",254,0,6
2024,"TAS","Unknown","17-25","unlicensed_driving","Not applicable",3,0,19
2024,"TAS","Unknown","26-39","mobile_phone_use","Fixed or mobile camera",41,0,0
2024,"TAS","Unknown","26-39","mobile_phone_use","Police issued",38,0,0
2024,"TAS","Unknown","26-39","non_wearing_seatbelts","Fixed or mobile camera",120,0,0
2024,"TAS","Unknown","26-39","non_wearing_seatbelts","Police issued",12,0,2
2024,"TAS","Unknown","26-39","speed_fines","Fixed or mobile camera",1183,0,0
2024,"TAS","Unknown","26-39","speed_fines","Police issued",354,0,9
2024,"TAS","Unknown","26-39","unlicensed_driving","Not applicable",5,0,44
2024,"TAS","Unknown","40-64","mobile_phone_use","Fixed or mobile camera",58,0,0
2024,"TAS","Unknown","40-64","mobile_phone_use","Police issued",39,0,1
2024,"TAS","Unknown","40-64","non_wearing_seatbelts","Fixed or mobile camera",120,0,0
2024,"TAS","Unknown","40-64","non_wearing_seatbelts","Police issued",21,0,5
2024,"TAS","Unknown","40-64","speed_fines","Fixed or mobile camera",1632,0,0
2024,"TAS","Unknown","40-64","speed_fines","Police issued",440,0,8
2024,"TAS","Unknown","40-64","unlicensed_driving","Not applicable",11,0,37
2024,"TAS","Unknown","65 and over","mobile_phone_use","Fixed or mobile camera",9,0,0
2024,"TAS","Unknown","65 and over","mobile_phone_use","Police issued",10,0,0
2024,"TAS","Unknown","65 and over","non_wearing_seatbelts","Fixed or mobile camera",63,0,0
2024,"TAS","Unknown","65 and over","non_wearing_seatbelts","Police issued",7,0,0
2024,"TAS","Unknown","65 and over","speed_fines","Fixed or mobile camera",691,0,0
2024,"TAS","Unknown","65 and over","speed_fines","Police issued",167,0,0
2024,"TAS","Unknown","65 and over","unlicensed_driving","Not applicable",1,0,0
2024,"VIC","Inner Regional Australia","12-16","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","12-16","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","12-16","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","12-16","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","12-16","speed_fines","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","12-16","speed_fines","Mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Mobile camera",3,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Mobile camera",11,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed camera",78,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Mobile camera",526,0,0
2024,"VIC","Inner Regional Australia","26-39","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","26-39","mobile_phone_use","Mobile camera",35,0,0
2024,"VIC","Inner Regional Australia","26-39","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","26-39","non_wearing_seatbelts","Mobile camera",33,0,0
2024,"VIC","Inner Regional Australia","26-39","speed_fines","Fixed camera",259,0,0
2024,"VIC","Inner Regional Australia","26-39","speed_fines","Mobile camera",1588,0,0
2024,"VIC","Inner Regional Australia","40-64","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","40-64","mobile_phone_use","Mobile camera",59,0,0
2024,"VIC","Inner Regional Australia","40-64","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","40-64","non_wearing_seatbelts","Mobile camera",67,0,0
2024,"VIC","Inner Regional Australia","40-64","speed_fines","Fixed camera",511,0,0
2024,"VIC","Inner Regional Australia","40-64","speed_fines","Mobile camera",2751,0,0
2024,"VIC","Inner Regional Australia","65 and over","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","65 and over","mobile_phone_use","Mobile camera",20,0,0
2024,"VIC","Inner Regional Australia","65 and over","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Inner Regional Australia","65 and over","non_wearing_seatbelts","Mobile camera",28,0,0
2024,"VIC","Inner Regional Australia","65 and over","speed_fines","Fixed camera",221,0,0
2024,"VIC","Inner Regional Australia","65 and over","speed_fines","Mobile camera",1267,0,0
2024,"VIC","Major Cities of Australia","12-16","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","12-16","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","12-16","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","12-16","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","12-16","speed_fines","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","12-16","speed_fines","Mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Mobile camera",242,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Mobile camera",221,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Fixed camera",2288,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Mobile camera",2087,0,0
2024,"VIC","Major Cities of Australia","26-39","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","26-39","mobile_phone_use","Mobile camera",1319,0,0
2024,"VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Mobile camera",1005,0,0
2024,"VIC","Major Cities of Australia","26-39","speed_fines","Fixed camera",8583,0,0
2024,"VIC","Major Cities of Australia","26-39","speed_fines","Mobile camera",7506,0,0
2024,"VIC","Major Cities of Australia","40-64","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","40-64","mobile_phone_use","Mobile camera",1702,0,0
2024,"VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Mobile camera",1332,0,0
2024,"VIC","Major Cities of Australia","40-64","speed_fines","Fixed camera",14324,0,0
2024,"VIC","Major Cities of Australia","40-64","speed_fines","Mobile camera",12246,0,0
2024,"VIC","Major Cities of Australia","65 and over","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","65 and over","mobile_phone_use","Mobile camera",289,0,0
2024,"VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Mobile camera",386,0,0
2024,"VIC","Major Cities of Australia","65 and over","speed_fines","Fixed camera",4359,0,0
2024,"VIC","Major Cities of Australia","65 and over","speed_fines","Mobile camera",3636,0,0
2024,"VIC","Outer Regional Australia","12-16","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","12-16","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","12-16","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","12-16","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","12-16","speed_fines","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","12-16","speed_fines","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Fixed camera",1,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Mobile camera",86,0,0
2024,"VIC","Outer Regional Australia","26-39","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","26-39","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","26-39","speed_fines","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","26-39","speed_fines","Mobile camera",256,0,0
2024,"VIC","Outer Regional Australia","40-64","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","40-64","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","40-64","speed_fines","Fixed camera",3,0,0
2024,"VIC","Outer Regional Australia","40-64","speed_fines","Mobile camera",420,0,0
2024,"VIC","Outer Regional Australia","65 and over","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","65 and over","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","65 and over","speed_fines","Fixed camera",11,0,0
2024,"VIC","Outer Regional Australia","65 and over","speed_fines","Mobile camera",247,0,0
2024,"VIC","Remote Australia","12-16","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Remote Australia","12-16","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Remote Australia","12-16","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Remote Australia","12-16","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Remote Australia","12-16","speed_fines","Fixed camera",0,0,0
2024,"VIC","Remote Australia","12-16","speed_fines","Mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Fixed camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Mobile camera",0,0,0
2024,"VIC","Remote Australia","26-39","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Remote Australia","26-39","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Remote Australia","26-39","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Remote Australia","26-39","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Remote Australia","26-39","speed_fines","Fixed camera",0,0,0
2024,"VIC","Remote Australia","26-39","speed_fines","Mobile camera",0,0,0
2024,"VIC","Remote Australia","40-64","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Remote Australia","40-64","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Remote Australia","40-64","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Remote Australia","40-64","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Remote Australia","40-64","speed_fines","Fixed camera",0,0,0
2024,"VIC","Remote Australia","40-64","speed_fines","Mobile camera",0,0,0
2024,"VIC","Remote Australia","65 and over","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Remote Australia","65 and over","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Remote Australia","65 and over","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Remote Australia","65 and over","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Remote Australia","65 and over","speed_fines","Fixed camera",0,0,0
2024,"VIC","Remote Australia","65 and over","speed_fines","Mobile camera",0,0,0
2024,"VIC","Unknown","12-16","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Unknown","12-16","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Unknown","12-16","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Unknown","12-16","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Unknown","12-16","non_wearing_seatbelts","Police issued",2,0,0
2024,"VIC","Unknown","12-16","speed_fines","Fixed camera",0,0,0
2024,"VIC","Unknown","12-16","speed_fines","Mobile camera",0,0,0
2024,"VIC","Unknown","12-16","speed_fines","Police issued",3,0,0
2024,"VIC","Unknown","12-16","unlicensed_driving","Not applicable",7,0,0
2024,"VIC","Unknown","17-25","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Unknown","17-25","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Unknown","17-25","mobile_phone_use","Police issued",305,0,0
2024,"VIC","Unknown","17-25","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Unknown","17-25","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Unknown","17-25","non_wearing_seatbelts","Police issued",123,0,0
2024,"VIC","Unknown","17-25","speed_fines","Fixed camera",242,0,0
2024,"VIC","Unknown","17-25","speed_fines","Mobile camera",0,0,0
2024,"VIC","Unknown","17-25","speed_fines","Police issued",2548,0,0
2024,"VIC","Unknown","17-25","unlicensed_driving","Not applicable",213,0,0
2024,"VIC","Unknown","26-39","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Unknown","26-39","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Unknown","26-39","mobile_phone_use","Police issued",650,0,0
2024,"VIC","Unknown","26-39","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Unknown","26-39","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Unknown","26-39","non_wearing_seatbelts","Police issued",231,0,0
2024,"VIC","Unknown","26-39","speed_fines","Fixed camera",629,0,0
2024,"VIC","Unknown","26-39","speed_fines","Mobile camera",0,0,0
2024,"VIC","Unknown","26-39","speed_fines","Police issued",4832,0,0
2024,"VIC","Unknown","26-39","unlicensed_driving","Not applicable",400,0,0
2024,"VIC","Unknown","40-64","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Unknown","40-64","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Unknown","40-64","mobile_phone_use","Police issued",516,0,0
2024,"VIC","Unknown","40-64","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Unknown","40-64","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Unknown","40-64","non_wearing_seatbelts","Police issued",184,0,0
2024,"VIC","Unknown","40-64","speed_fines","Fixed camera",880,0,0
2024,"VIC","Unknown","40-64","speed_fines","Mobile camera",0,0,0
2024,"VIC","Unknown","40-64","speed_fines","Police issued",5536,0,0
2024,"VIC","Unknown","40-64","unlicensed_driving","Not applicable",205,0,0
2024,"VIC","Unknown","65 and over","mobile_phone_use","Fixed camera",0,0,0
2024,"VIC","Unknown","65 and over","mobile_phone_use","Mobile camera",0,0,0
2024,"VIC","Unknown","65 and over","mobile_phone_use","Police issued",55,0,0
2024,"VIC","Unknown","65 and over","non_wearing_seatbelts","Fixed camera",0,0,0
2024,"VIC","Unknown","65 and over","non_wearing_seatbelts","Mobile camera",0,0,0
2024,"VIC","Unknown","65 and over","non_wearing_seatbelts","Police issued",32,0,0
2024,"VIC","Unknown","65 and over","speed_fines","Fixed camera",205,0,0
2024,"VIC","Unknown","65 and over","speed_fines","Mobile camera",0,0,0
2024,"VIC","Unknown","65 and over","speed_fines","Police issued",1257,0,0
2024,"VIC","Unknown","65 and over","unlicensed_driving","Not applicable",21,0,0
2024,"WA","Unknown","12-16","speed_fines","Average speed camera",3,0,0
2024,"WA","Unknown","12-16","speed_fines","Fixed camera",6,0,0
2024,"WA","Unknown","12-16","speed_fines","Mobile camera",17,0,0
2024,"WA","Unknown","12-16","speed_fines","Red light camera",3,0,0
2024,"WA","Unknown","12-16","unlicensed_driving","Not applicable",0,17,49
2024,"WA","Unknown","17-25","mobile_phone_use","Police issued",61,0,0
2024,"WA","Unknown","17-25","non_wearing_seatbelts","Police issued",56,0,0
2024,"WA","Unknown","17-25","speed_fines","Average speed camera",210,0,0
2024,"WA","Unknown","17-25","speed_fines","Fixed camera",1023,0,0
2024,"WA","Unknown","17-25","speed_fines","Mobile camera",4462,0,0
2024,"WA","Unknown","17-25","speed_fines","Police issued",851,0,0
2024,"WA","Unknown","17-25","speed_fines","Red light camera",702,0,0
2024,"WA","Unknown","17-25","unlicensed_driving","Not applicable",39,36,347
2024,"WA","Unknown","26-39","mobile_phone_use","Police issued",124,0,0
2024,"WA","Unknown","26-39","non_wearing_seatbelts","Police issued",67,0,0
2024,"WA","Unknown","26-39","speed_fines","Average speed camera",491,0,0
2024,"WA","Unknown","26-39","speed_fines","Fixed camera",3195,0,0
2024,"WA","Unknown","26-39","speed_fines","Mobile camera",10967,0,0
2024,"WA","Unknown","26-39","speed_fines","Police issued",1736,0,0
2024,"WA","Unknown","26-39","speed_fines","Red light camera",2523,0,0
2024,"WA","Unknown","26-39","unlicensed_driving","Not applicable",89,85,615
2024,"WA","Unknown","40-64","mobile_phone_use","Police issued",63,0,0
2024,"WA","Unknown","40-64","non_wearing_seatbelts","Police issued",48,0,0
2024,"WA","Unknown","40-64","speed_fines","Average speed camera",591,0,0
2024,"WA","Unknown","40-64","speed_fines","Fixed camera",4664,0,0
2024,"WA","Unknown","40-64","speed_fines","Mobile camera",15718,0,0
2024,"WA","Unknown","40-64","speed_fines","Police issued",2035,0,0
2024,"WA","Unknown","40-64","speed_fines","Red light camera",5584,0,0
2024,"WA","Unknown","40-64","unlicensed_driving","Not applicable",64,36,390
2024,"WA","Unknown","65 and over","mobile_phone_use","Police issued",11,0,0
2024,"WA","Unknown","65 and over","non_wearing_seatbelts","Police issued",13,0,0
2024,"WA","Unknown","65 and over","speed_fines","Average speed camera",112,0,0
2024,"WA","Unknown","65 and over","speed_fines","Fixed camera",1239,0,0
2024,"WA","Unknown","65 and over","speed_fines","Mobile camera",3816,0,0
2024,"WA","Unknown","65 and over","speed_fines","Police issued",390,0,0
2024,"WA","Unknown","65 and over","speed_fines","Red light camera",1788,0,0
2024,"WA","Unknown","65 and over","unlicensed_driving","Not applicable",13,0,10
2024,"ACT","Major Cities of Australia","12-16","mobile_phone_use","Police issued",2,0,0
2024,"ACT","Major Cities of Australia","12-16","speed_fines","Police issued",6,0,0
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Fixed or mobile camera",485,0,0
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",5,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Fixed camera",460,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Mobile camera",217,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Police issued",64,1,2
2024,"ACT","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",5,3,10
2024,"ACT","Major Cities of Australia","26-39","mobile_phone_use","Fixed or mobile camera",1394,0,0
2024,"ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued",6,0,0
2024,"ACT","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",1,0,0
2024,"ACT","Major Cities of Australia","26-39","speed_fines","Fixed camera",1046,0,0
2024,"ACT","Major Cities of Australia","26-39","speed_fines","Mobile camera",492,0,0
2024,"ACT","Major Cities of Australia","26-39","speed_fines","Police issued",82,0,2
2024,"ACT","Major Cities of Australia","26-39","unlicensed_driving","Not applicable",11,9,19
2024,"ACT","Major Cities of Australia","40-64","mobile_phone_use","Fixed or mobile camera",1309,0,0
2024,"ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued",7,0,0
2024,"ACT","Major Cities of Australia","40-64","speed_fines","Fixed camera",1662,0,0
2024,"ACT","Major Cities of Australia","40-64","speed_fines","Mobile camera",656,0,0
2024,"ACT","Major Cities of Australia","40-64","speed_fines","Police issued",74,0,3
2024,"ACT","Major Cities of Australia","40-64","unlicensed_driving","Not applicable",9,3,17
2024,"ACT","Major Cities of Australia","65 and over","mobile_phone_use","Fixed or mobile camera",128,0,0
2024,"ACT","Major Cities of Australia","65 and over","speed_fines","Fixed camera",592,0,0
2024,"ACT","Major Cities of Australia","65 and over","speed_fines","Mobile camera",223,0,0
2024,"ACT","Major Cities of Australia","65 and over","speed_fines","Police issued",12,0,0
2024,"ACT","Major Cities of Australia","65 and over","unlicensed_driving","Not applicable",0,0,1
2024,"NSW","Inner Regional Australia","12-16","non_wearing_seatbelts","Police issued",1,0,0
2024,"NSW","Inner Regional Australia","12-16","speed_fines","Police issued",7,0,0
2024,"NSW","Inner Regional Australia","12-16","unlicensed_driving","Not applicable",1,0,4
2024,"NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",46,0,1
2024,"NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",85,0,1
2024,"NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1347,0,12
2024,"NSW","Inner Regional Australia","17-25","unlicensed_driving","Not applicable",23,0,164
2024,"NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued",68,0,0
2024,"NSW","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",135,0,4
2024,"NSW","Inner Regional Australia","26-39","speed_fines","Police issued",2163,0,4
2024,"NSW","Inner Regional Australia","26-39","unlicensed_driving","Not applicable",86,0,240
2024,"NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued",47,0,0
2024,"NSW","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",77,0,0
2024,"NSW","Inner Regional Australia","40-64","speed_fines","Police issued",2318,0,12
2024,"NSW","Inner Regional Australia","40-64","unlicensed_driving","Not applicable",59,0,183
2024,"NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",2,0,0
2024,"NSW","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",18,0,0
2024,"NSW","Inner Regional Australia","65 and over","speed_fines","Police issued",494,0,0
2024,"NSW","Inner Regional Australia","65 and over","unlicensed_driving","Not applicable",10,0,18
2024,"NSW","Major Cities of Australia","12-16","mobile_phone_use","Police issued",4,0,0
2024,"NSW","Major Cities of Australia","12-16","non_wearing_seatbelts","Police issued",7,0,0
2024,"NSW","Major Cities of Australia","12-16","speed_fines","Police issued",9,0,2
2024,"NSW","Major Cities of Australia","12-16","unlicensed_driving","Not applicable",2,0,21
2024,"NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",392,0,2
2024,"NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",110,0,3
2024,"NSW","Major Cities of Australia","17-25","speed_fines","Police issued",2022,0,49
2024,"NSW","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",188,0,492
2024,"NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued",357,0,2
2024,"NSW","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",156,0,5
2024,"NSW","Major Cities of Australia","26-39","speed_fines","Police issued",2170,0,25
2024,"NSW","Major Cities of Australia","26-39","unlicensed_driving","Not applicable",193,0,572
2024,"NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued",270,0,2
2024,"NSW","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",124,0,2
2024,"NSW","Major Cities of Australia","40-64","speed_fines","Police issued",1995,0,7
2024,"NSW","Major Cities of Australia","40-64","unlicensed_driving","Not applicable",107,0,431
2024,"NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",35,0,0
2024,"NSW","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",22,0,1
2024,"NSW","Major Cities of Australia","65 and over","speed_fines","Police issued",284,0,1
2024,"NSW","Major Cities of Australia","65 and over","unlicensed_driving","Not applicable",11,0,28
2024,"NSW","Outer Regional Australia","12-16","non_wearing_seatbelts","Police issued",1,0,0
2024,"NSW","Outer Regional Australia","12-16","speed_fines","Police issued",1,0,0
2024,"NSW","Outer Regional Australia","12-16","unlicensed_driving","Not applicable",0,0,4
2024,"NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",10,0,1
2024,"NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",18,0,2
2024,"NSW","Outer Regional Australia","17-25","speed_fines","Police issued",348,0,2
2024,"NSW","Outer Regional Australia","17-25","unlicensed_driving","Not applicable",8,0,39
2024,"NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued",6,0,0
2024,"NSW","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",23,0,0
2024,"NSW","Outer Regional Australia","26-39","speed_fines","Police issued",590,0,1
